plasmid,start,end,direction,gene_name,type,product
DH5a_AziR_reorientated_DnaA,2380621,2380846,<=,Uncharacterized protein YdcH,CDS,Uncharacterized protein YdcH
DH5a_AziR_reorientated_DnaA,2380985,2382605,<=,Glucans biosynthesis protein D precursor,CDS,Glucans biosynthesis protein D precursor
DH5a_AziR_reorientated_DnaA,2382865,2384209,<=,Uncharacterized protein YdcJ,CDS,Uncharacterized protein YdcJ
DH5a_AziR_reorientated_DnaA,2384425,2385349,=>,LysR family transcriptional regulator YdcI,CDS,LysR family transcriptional regulator YdcI
DH5a_AziR_reorientated_DnaA,2385386,2387027,<=,Methyl-accepting chemotaxis protein III,CDS,Methyl-accepting chemotaxis protein III (ribose and galactose chemoreceptor protein)
DH5a_AziR_reorientated_DnaA,2387367,2387535,=>,Regulatory protein MokB,CDS,Regulatory protein MokB
DH5a_AziR_reorientated_DnaA,2387646,2387820,<=,Uncharacterized protein YdcA,CDS,Uncharacterized protein YdcA
DH5a_AziR_reorientated_DnaA,2388064,2388631,<=,Cytochrome b561,CDS,Cytochrome b561
DH5a_AziR_reorientated_DnaA,2388783,2388900,=>,NAD-dependent glyceraldehyde-3-phosphate dehydr,CDS,NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)
DH5a_AziR_reorientated_DnaA,2389131,2389536,=>,NAD-dependent glyceraldehyde-3-phosphate dehydr,CDS,NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)
DH5a_AziR_reorientated_DnaA,2389532,2389784,=>,NAD-dependent glyceraldehyde-3-phosphate dehydr,CDS,NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)
DH5a_AziR_reorientated_DnaA,2389825,2391265,<=,Aldehyde dehydrogenase A,CDS,Aldehyde dehydrogenase A (EC 1.2.1.22) @ Glycolaldehyde dehydrogenase (EC 1.2.1.21)
DH5a_AziR_reorientated_DnaA,2391461,2392262,<=,Uncharacterized SAM-binding protein YdcF,CDS,Uncharacterized SAM-binding protein YdcF
DH5a_AziR_reorientated_DnaA,2392533,2396436,<=,ATP-dependent helicase HrpA,CDS,ATP-dependent helicase HrpA
DH5a_AziR_reorientated_DnaA,2396636,2397242,=>,FMN-dependent NADH-azoreductase,CDS,FMN-dependent NADH-azoreductase (EC 1.7.1.6)
DH5a_AziR_reorientated_DnaA,2397295,2398612,<=,Ser/Thr and Tyr protein phosphatase,CDS,Ser/Thr and Tyr protein phosphatase (dual specificity)
DH5a_AziR_reorientated_DnaA,2398601,2400359,<=,Putative lipase in cluster with Phosphatidate c,CDS,Putative lipase in cluster with Phosphatidate cytidylyltransferase
DH5a_AziR_reorientated_DnaA,2400374,2401271,<=,Phosphatidate cytidylyltransferase,CDS,Phosphatidate cytidylyltransferase (EC 2.7.7.41)
DH5a_AziR_reorientated_DnaA,2401270,2401876,<=,CDP-alcohol phosphatidyltransferase family protein,CDS,CDP-alcohol phosphatidyltransferase family protein
DH5a_AziR_reorientated_DnaA,2402046,2404353,<=,Uncharacterized protein YdbD,CDS,Uncharacterized protein YdbD
DH5a_AziR_reorientated_DnaA,2404415,2405276,<=,Pyridoxine 4-dehydrogenase PhxI,CDS,Pyridoxine 4-dehydrogenase PhxI (EC 1.1.1.65)
DH5a_AziR_reorientated_DnaA,2405340,2405466,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,2405483,2408807,<=,putative surface-exposed virulence protein,CDS,putative surface-exposed virulence protein
DH5a_AziR_reorientated_DnaA,2408987,2410139,<=,Transposase InsI for insertion sequence element,CDS,Transposase InsI for insertion sequence element IS30
DH5a_AziR_reorientated_DnaA,2410347,2410713,=>,Transposase InsC for insertion element IS2,CDS,Transposase InsC for insertion element IS2
DH5a_AziR_reorientated_DnaA,2410670,2411576,=>,Transposase InsD for insertion element IS2,CDS,Transposase InsD for insertion element IS2
DH5a_AziR_reorientated_DnaA,2411546,2414105,<=,COG3210: Large exoproteins involved in heme uti,CDS,COG3210: Large exoproteins involved in heme utilization or adhesion
DH5a_AziR_reorientated_DnaA,2414435,2415026,<=,Phenylacetic acid degradation protein PaaY,CDS,Phenylacetic acid degradation protein PaaY
DH5a_AziR_reorientated_DnaA,2415007,2415958,<=,Phenylacetic acid degradation operon negative r,CDS,Phenylacetic acid degradation operon negative regulatory protein PaaX
DH5a_AziR_reorientated_DnaA,2416058,2417372,<=,Phenylacetate-coenzyme A ligase,CDS,Phenylacetate-coenzyme A ligase (EC 6.2.1.30)
DH5a_AziR_reorientated_DnaA,2417398,2418604,<=,3-oxoadipyl-CoA thiolase,CDS,"3-oxoadipyl-CoA thiolase (EC 2.3.1.174) @ 3-oxo-5,6-dehydrosuberyl-CoA thiolase (EC 2.3.1.223)"
DH5a_AziR_reorientated_DnaA,2418603,2419026,<=,Acyl-coenzyme A thioesterase PaaD,CDS,Acyl-coenzyme A thioesterase PaaD (Pse.pu.) (E. coli PaaI)
DH5a_AziR_reorientated_DnaA,2419015,2420443,<=,3-hydroxyadipyl-CoA dehydrogenase,CDS,3-hydroxyadipyl-CoA dehydrogenase
DH5a_AziR_reorientated_DnaA,2420444,2421233,<=,"1,2-epoxyphenylacetyl-CoA isomerase",CDS,"1,2-epoxyphenylacetyl-CoA isomerase (EC 5.3.3.18)"
DH5a_AziR_reorientated_DnaA,2421232,2422000,<=,"2,3-dehydroadipyl-CoA hydratase",CDS,"2,3-dehydroadipyl-CoA hydratase (EC 4.2.1.17)"
DH5a_AziR_reorientated_DnaA,2421996,2423067,<=,"1,2-phenylacetyl-CoA epoxidase, subunit E",CDS,"1,2-phenylacetyl-CoA epoxidase, subunit E (EC 1.14.13.149)"
DH5a_AziR_reorientated_DnaA,2423074,2423572,<=,"1,2-phenylacetyl-CoA epoxidase, subunit D",CDS,"1,2-phenylacetyl-CoA epoxidase, subunit D (EC 1.14.13.149)"
DH5a_AziR_reorientated_DnaA,2423586,2424333,<=,"1,2-phenylacetyl-CoA epoxidase, subunit C",CDS,"1,2-phenylacetyl-CoA epoxidase, subunit C (EC 1.14.13.149)"
DH5a_AziR_reorientated_DnaA,2424341,2424629,<=,"1,2-phenylacetyl-CoA epoxidase, subunit B",CDS,"1,2-phenylacetyl-CoA epoxidase, subunit B (EC 1.14.13.149)"
DH5a_AziR_reorientated_DnaA,2424640,2425504,<=,"1,2-phenylacetyl-CoA epoxidase, subunit A",CDS,"1,2-phenylacetyl-CoA epoxidase, subunit A (EC 1.14.13.149)"
DH5a_AziR_reorientated_DnaA,2425854,2427900,=>,"3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehyd",CDS,"3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase (EC 1.2.1.91) / 2-oxepin-2(3H)-ylideneacetyl-CoA hydrolase (EC 3.3.2.12)"
DH5a_AziR_reorientated_DnaA,2427969,2428083,=>,FIG00642135: hypothetical protein,CDS,FIG00642135: hypothetical protein
DH5a_AziR_reorientated_DnaA,2428147,2430421,=>,Monoamine oxidase,CDS,Monoamine oxidase (1.4.3.4)
DH5a_AziR_reorientated_DnaA,2430478,2431978,<=,Phenylacetaldehyde dehydrogenase,CDS,Phenylacetaldehyde dehydrogenase (EC 1.2.1.39)
DH5a_AziR_reorientated_DnaA,2432213,2433119,=>,regulatory protein for 2-phenylethylamine catab,CDS,regulatory protein for 2-phenylethylamine catabolism
DH5a_AziR_reorientated_DnaA,2433290,2433617,<=,"Putative uncharacterized protein ydbL, may be r",CDS,"Putative uncharacterized protein ydbL, may be related to amine metabolism"
DH5a_AziR_reorientated_DnaA,2433624,2433810,<=,Uncharacterized protein YnbE,CDS,Uncharacterized protein YnbE
DH5a_AziR_reorientated_DnaA,2433806,2436446,<=,Putative uncharacterized protein ydbH,CDS,Putative uncharacterized protein ydbH
DH5a_AziR_reorientated_DnaA,2436653,2437643,=>,D-lactate dehydrogenase,CDS,D-lactate dehydrogenase (EC 1.1.1.28)
DH5a_AziR_reorientated_DnaA,2437753,2438176,=>,Heat shock protein HslJ,CDS,Heat shock protein HslJ
DH5a_AziR_reorientated_DnaA,2438172,2438439,<=,Uncharacterized protein YdbJ,CDS,Uncharacterized protein YdbJ
DH5a_AziR_reorientated_DnaA,2438712,2442237,=>,Pyruvate-flavodoxin oxidoreductase,CDS,Pyruvate-flavodoxin oxidoreductase
DH5a_AziR_reorientated_DnaA,2442603,2443737,=>,Outer membrane porin OmpN,CDS,Outer membrane porin OmpN
DH5a_AziR_reorientated_DnaA,2443877,2444312,=>,Universal stress protein F,CDS,Universal stress protein F
DH5a_AziR_reorientated_DnaA,2444577,2444751,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,2445272,2445506,=>,"Uncharacterized protein, YnaE family",CDS,"Uncharacterized protein, YnaE family"
DH5a_AziR_reorientated_DnaA,2445822,2446413,=>,"Serine recombinase, PinQ/PinR-type",CDS,"Serine recombinase, PinQ/PinR-type"
DH5a_AziR_reorientated_DnaA,2446510,2447086,<=,"Phage tail fiber, tail fiber assembly protein Tfa",CDS,"Phage tail fiber, tail fiber assembly protein Tfa"
DH5a_AziR_reorientated_DnaA,2447085,2449083,<=,"Phage tail fiber, side tail fiber protein Stf",CDS,"Phage tail fiber, side tail fiber protein Stf"
DH5a_AziR_reorientated_DnaA,2449043,2449178,<=,Phage tail fiber protein,CDS,Phage tail fiber protein
DH5a_AziR_reorientated_DnaA,2449213,2449951,=>,Phage tail fiber protein,CDS,Phage tail fiber protein
DH5a_AziR_reorientated_DnaA,2449991,2450225,=>,Phage tail fiber protein,CDS,Phage tail fiber protein
DH5a_AziR_reorientated_DnaA,2450338,2450512,=>,FIG00638731: hypothetical protein,CDS,FIG00638731: hypothetical protein
DH5a_AziR_reorientated_DnaA,2450512,2450683,<=,Phage-encoded host-cell envelope protein Lom,CDS,Phage-encoded host-cell envelope protein Lom
DH5a_AziR_reorientated_DnaA,2450770,2451751,=>,Transposase InsH for insertion sequence element,CDS,Transposase InsH for insertion sequence element IS5
DH5a_AziR_reorientated_DnaA,2452014,2453043,<=,"Phage tail, tail length tape-measure protein H",CDS,"Phage tail, tail length tape-measure protein H"
DH5a_AziR_reorientated_DnaA,2453208,2453340,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,2453516,2453876,<=,Putative uncharacterized protein YdaY,CDS,Putative uncharacterized protein YdaY
DH5a_AziR_reorientated_DnaA,2453856,2454120,<=,Chromosome,CDS,Chromosome (plasmid) partitioning protein ParB
DH5a_AziR_reorientated_DnaA,2454257,2455715,<=,Trk potassium uptake system protein TrkG,CDS,Trk potassium uptake system protein TrkG
DH5a_AziR_reorientated_DnaA,2455852,2456158,<=,Phage endopeptidase Rz,CDS,Phage endopeptidase Rz
DH5a_AziR_reorientated_DnaA,2456184,2456745,<=,Putative uncharacterized phage-associated prote,CDS,"Putative uncharacterized phage-associated protein, YdaW family"
DH5a_AziR_reorientated_DnaA,2456767,2457514,<=,Bacteriophage-encoded homolog of DNA replicatio,CDS,Bacteriophage-encoded homolog of DNA replication protein DnaC
DH5a_AziR_reorientated_DnaA,2457520,2458378,<=,Phage DNA replication protein O,CDS,Phage DNA replication protein O
DH5a_AziR_reorientated_DnaA,2458390,2458813,<=,Phage activator protein cII,CDS,Phage activator protein cII
DH5a_AziR_reorientated_DnaA,2458835,2459132,<=,Phage repressor protein cI,CDS,Phage repressor protein cI
DH5a_AziR_reorientated_DnaA,2459255,2459732,=>,Rac prophage repressor,CDS,Rac prophage repressor
DH5a_AziR_reorientated_DnaA,2460040,2460175,=>,Phage protein,CDS,Phage protein
DH5a_AziR_reorientated_DnaA,2460185,2460341,=>,"Phage head, head-DNA stabilization protein D",CDS,"Phage head, head-DNA stabilization protein D"
DH5a_AziR_reorientated_DnaA,2460337,2460949,<=,Phage superinfection exclusion protein B,CDS,Phage superinfection exclusion protein B
DH5a_AziR_reorientated_DnaA,2461267,2461489,=>,Phage host-killing protein Kil,CDS,Phage host-killing protein Kil
DH5a_AziR_reorientated_DnaA,2461482,2461659,=>,Uncharacterized phage-associated protein YdaE,CDS,Uncharacterized phage-associated protein YdaE
DH5a_AziR_reorientated_DnaA,2461733,2462009,=>,Protein RacC,CDS,Protein RacC
DH5a_AziR_reorientated_DnaA,2462110,2464711,=>,Exodeoxyribonuclease VIII,CDS,Exodeoxyribonuclease VIII (EC 3.1.11.-)
DH5a_AziR_reorientated_DnaA,2464703,2465513,=>,Recombinational DNA repair protein RecT,CDS,Recombinational DNA repair protein RecT (prophage associated)
DH5a_AziR_reorientated_DnaA,2465756,2465966,=>,Phage protein,CDS,Phage protein
DH5a_AziR_reorientated_DnaA,2466044,2466260,=>,ydaQ protein,CDS,ydaQ protein
DH5a_AziR_reorientated_DnaA,2466261,2467497,=>,Phage integrase,CDS,Phage integrase
DH5a_AziR_reorientated_DnaA,2467548,2468484,=>,tRNA-,CDS,tRNA-(cytosine32)-2-thiocytidine synthetase TtcA
DH5a_AziR_reorientated_DnaA,2468612,2469986,<=,ATP-dependent 23S rRNA helicase DbpA,CDS,ATP-dependent 23S rRNA helicase DbpA
DH5a_AziR_reorientated_DnaA,2470015,2470189,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,2470463,2471447,<=,Zinc transport protein ZntB,CDS,Zinc transport protein ZntB
DH5a_AziR_reorientated_DnaA,2471641,2472934,=>,Diguanylate cyclase,CDS,Diguanylate cyclase (EC 2.7.7.65) => DgcM
DH5a_AziR_reorientated_DnaA,2472954,2473518,<=,Probable DNA endonuclease SmrA,CDS,Probable DNA endonuclease SmrA
DH5a_AziR_reorientated_DnaA,2473847,2474756,<=,Regulatory protein,CDS,"Regulatory protein (induces abgABT, used to catabolize p-aminobenzoyl-glutamate)"
DH5a_AziR_reorientated_DnaA,2474931,2476242,=>,Catalyzes the cleavage of p-aminobenzoyl-glutam,CDS,"Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate, subunit A"
DH5a_AziR_reorientated_DnaA,2476241,2477606,=>,Catalyzes the cleavage of p-aminobenzoyl-glutam,CDS,"Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate, subunit B"
DH5a_AziR_reorientated_DnaA,2477723,2479250,=>,Aminobenzoyl-glutamate transport protein,CDS,Aminobenzoyl-glutamate transport protein
DH5a_AziR_reorientated_DnaA,2479260,2479776,=>,Methylated-DNA--protein-cysteine methyltransfer,CDS,Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)
DH5a_AziR_reorientated_DnaA,2480053,2481070,<=,Transposase InsH for insertion sequence element,CDS,Transposase InsH for insertion sequence element IS5
DH5a_AziR_reorientated_DnaA,2481169,2481922,=>,Fumarate and nitrate reduction regulatory protein,CDS,Fumarate and nitrate reduction regulatory protein
DH5a_AziR_reorientated_DnaA,2482073,2483024,=>,Universal stress protein E,CDS,Universal stress protein E
DH5a_AziR_reorientated_DnaA,2483073,2483331,<=,Uncharacterized inner membrane protein YnaJ,CDS,Uncharacterized inner membrane protein YnaJ
DH5a_AziR_reorientated_DnaA,2483603,2484620,<=,Transposase InsH for insertion sequence element,CDS,Transposase InsH for insertion sequence element IS5
DH5a_AziR_reorientated_DnaA,2484773,2485805,=>,Mechanosensitive ion channel,CDS,Mechanosensitive ion channel
DH5a_AziR_reorientated_DnaA,2485855,2487469,<=,"Murein peptide ABC transporter, substrate-bindi",CDS,"Murein peptide ABC transporter, substrate-binding protein (requires DppBCDF)"
DH5a_AziR_reorientated_DnaA,2487805,2488705,<=,"Transcriptional regulator PgrR, LysR family",CDS,"Transcriptional regulator PgrR, LysR family"
DH5a_AziR_reorientated_DnaA,2488842,2489763,=>,Dienelactone hydrolase and related enzymes,CDS,Dienelactone hydrolase and related enzymes
DH5a_AziR_reorientated_DnaA,2489833,2490016,=>,Putative uncharacterized protein YmjC,CDS,Putative uncharacterized protein YmjC
DH5a_AziR_reorientated_DnaA,2490097,2490826,=>,Gamma-D-Glutamyl-meso-Diaminopimelate Amidase,CDS,Gamma-D-Glutamyl-meso-Diaminopimelate Amidase
DH5a_AziR_reorientated_DnaA,2490800,2491766,<=,L-alanine-DL-glutamate epimerase,CDS,L-alanine-DL-glutamate epimerase (EC 5.1.1.n1)
DH5a_AziR_reorientated_DnaA,2491884,2492391,=>,"Thiol peroxidase, Tpx-type",CDS,"Thiol peroxidase, Tpx-type (EC 1.11.1.15)"
DH5a_AziR_reorientated_DnaA,2492434,2493976,<=,Transcriptional repressor protein TyrR,CDS,Transcriptional repressor protein TyrR
DH5a_AziR_reorientated_DnaA,2494123,2495185,<=,Membrane protein YcjF,CDS,Membrane protein YcjF
DH5a_AziR_reorientated_DnaA,2495181,2496579,<=,Conserved protein YcjX with nucleoside triphosp,CDS,Conserved protein YcjX with nucleoside triphosphate hydrolase domain
DH5a_AziR_reorientated_DnaA,2496734,2497733,=>,"Transcriptional regulator YcjW, LacI family, po",CDS,"Transcriptional regulator YcjW, LacI family, possibly involved in maltodextrin utilization pathway"
DH5a_AziR_reorientated_DnaA,2497843,2498749,<=,Outer membrane protein G precursor,CDS,Outer membrane protein G precursor
DH5a_AziR_reorientated_DnaA,2498793,2498907,<=,"Maltodextrin ABC transporter, ATP-binding prote",CDS,"Maltodextrin ABC transporter, ATP-binding protein MsmX"
DH5a_AziR_reorientated_DnaA,2498906,2499875,<=,"Maltodextrin ABC transporter, ATP-binding prote",CDS,"Maltodextrin ABC transporter, ATP-binding protein MsmX"
DH5a_AziR_reorientated_DnaA,2499888,2500548,<=,Beta-phosphoglucomutase,CDS,Beta-phosphoglucomutase (EC 5.4.2.6)
DH5a_AziR_reorientated_DnaA,2500544,2502812,<=,Uncharacterized glycosyl hydrolase YcjT,CDS,Uncharacterized glycosyl hydrolase YcjT
DH5a_AziR_reorientated_DnaA,2502808,2503864,<=,Putative oxidoreductase YcjS,CDS,"Putative oxidoreductase YcjS (EC 1.-.-.-), NADH-binding"
DH5a_AziR_reorientated_DnaA,2503873,2504662,<=,Sugar phosphate isomerases/epimerases family pr,CDS,Sugar phosphate isomerases/epimerases family protein YcjR
DH5a_AziR_reorientated_DnaA,2504680,2505733,<=,Zinc-type alcohol dehydrogenase YcjQ,CDS,Zinc-type alcohol dehydrogenase YcjQ
DH5a_AziR_reorientated_DnaA,2505763,2506606,<=,Inner membrane ABC transporter permease protein,CDS,Inner membrane ABC transporter permease protein YcjP
DH5a_AziR_reorientated_DnaA,2506592,2507474,<=,Inner membrane ABC transporter permease protein,CDS,Inner membrane ABC transporter permease protein YcjO
DH5a_AziR_reorientated_DnaA,2507494,2508787,<=,"ABC-type sugar transport system, periplasmic bi",CDS,"ABC-type sugar transport system, periplasmic binding protein YcjN"
DH5a_AziR_reorientated_DnaA,2508800,2510480,<=,Uncharacterized glycosyltransferase YcjM,CDS,Uncharacterized glycosyltransferase YcjM
DH5a_AziR_reorientated_DnaA,2510692,2511007,<=,Thiosulfate:cyanide sulfurtransferase PspE,CDS,Thiosulfate:cyanide sulfurtransferase PspE (EC 2.8.1.1)
DH5a_AziR_reorientated_DnaA,2511081,2511303,<=,Phage shock protein D,CDS,Phage shock protein D
DH5a_AziR_reorientated_DnaA,2511311,2511671,<=,Phage shock protein C,CDS,Phage shock protein C
DH5a_AziR_reorientated_DnaA,2511670,2511895,<=,Phage shock protein B,CDS,Phage shock protein B
DH5a_AziR_reorientated_DnaA,2511948,2512617,<=,Phage shock protein A @ Suppressor of sigma54-d,CDS,"Phage shock protein A @ Suppressor of sigma54-dependent transcription, PspA-like"
DH5a_AziR_reorientated_DnaA,2512783,2513761,=>,Psp operon transcriptional activator,CDS,Psp operon transcriptional activator
DH5a_AziR_reorientated_DnaA,2513880,2515146,<=,Putrescine-inducible gamma-aminobutyrate:alpha-,CDS,Putrescine-inducible gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19)
DH5a_AziR_reorientated_DnaA,2515183,2516464,<=,Gamma-glutamyl-putrescine oxidase,CDS,Gamma-glutamyl-putrescine oxidase (EC1.4.3.-)
DH5a_AziR_reorientated_DnaA,2516465,2517953,<=,Gamma-glutamyl-aminobutyraldehyde dehydrogenase,CDS,Gamma-glutamyl-aminobutyraldehyde dehydrogenase (EC 1.2.1.-)
DH5a_AziR_reorientated_DnaA,2518227,2518785,<=,Putrescine utilization regulator,CDS,Putrescine utilization regulator
DH5a_AziR_reorientated_DnaA,2518811,2519564,<=,Gamma-glutamyl-GABA hydrolase,CDS,Gamma-glutamyl-GABA hydrolase (EC 3.5.1.94)
DH5a_AziR_reorientated_DnaA,2519787,2521206,=>,Gamma-glutamyl-putrescine synthetase,CDS,Gamma-glutamyl-putrescine synthetase (EC 6.3.1.11)
DH5a_AziR_reorientated_DnaA,2521508,2522894,=>,Putrescine importer,CDS,Putrescine importer
DH5a_AziR_reorientated_DnaA,2523027,2523273,=>,Uncharacterized protein YmjA,CDS,Uncharacterized protein YmjA
DH5a_AziR_reorientated_DnaA,2523585,2525229,=>,"Peptide ABC transporter, substrate-binding prot",CDS,"Peptide ABC transporter, substrate-binding protein SapA"
DH5a_AziR_reorientated_DnaA,2525225,2526191,=>,"Peptide ABC transporter, permease protein SapB",CDS,"Peptide ABC transporter, permease protein SapB"
DH5a_AziR_reorientated_DnaA,2526177,2527068,=>,"Peptide ABC transporter, permease protein SapC",CDS,"Peptide ABC transporter, permease protein SapC"
DH5a_AziR_reorientated_DnaA,2527067,2528060,=>,"Peptide ABC transporter, ATP-binding protein SapD",CDS,"Peptide ABC transporter, ATP-binding protein SapD"
DH5a_AziR_reorientated_DnaA,2528061,2528868,=>,"Peptide ABC transporter, ATP-binding protein SapF",CDS,"Peptide ABC transporter, ATP-binding protein SapF"
DH5a_AziR_reorientated_DnaA,2528935,2529289,=>,Uncharacterized protein YcjD,CDS,Uncharacterized protein YcjD
